Text,Sentiment
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
"The Da Vinci Code was awesome, I can't wait to read it",pos
The Da Vinci Code was absolutely AWESOME!,pos
da vinci code was an awesome movie,pos
DA VINCI CODE IS AWESOME!!,pos
I love The Da Vinci Code,pos
The Da Vinci Code is awesome,pos
The Da Vinci Code is awesome!!,pos
Love luv lubb the Da Vinci Code!,pos
the people who are worth it know how much i love the da vinci code,pos
I wanted desperately to love'The Da Vinci Code as a film,pos
